address,pools,tier,smart,bot,edge,large,targetT,targetLarge,avgNotional,copyROI,copyT,targetCopyROI,targetCopyT,shares,maxShares,markets,categories,top,score_sources,risk
0xdd1088394443baa657a75498f8403476acc6a804,sports_holders_push,B,68.1,18.7,63.6,54,42,42,9028,0.9,10,3.5,8,59019,59019,1,soccer:1,France vs. Spain: Team to Advance,"existing,holder","opposite_side_same_market,open_copy_exposure"
0x8ae0105b2af0c65a6f8024679ca742cad283b4ce,sports_holders_push,BOT,24.1,100.0,73.7,55,147,9,15,0.0,0,0.0,0,57061,29300,4,soccer:4,Will Mikel Oyarzabal be the top goalscorer at the 2026 FIFA World Cup?,holder,"bot_like_flow,fixed_amount,fixed_price,extreme_price_heavy,burst_trading,opposite_side_same_market,open_copy_exposure"
0x8b9ae3350d24ff84c9ce297cd8a7664f500f5f69,sports_holders_push,,,,,,,,,,,,,106626,38569,4,basketball:4,Will Dallas Mavericks win the 2027 NBA Finals?,,
0x061e33ccc6c9ac9c235e988ff6ef82a2fc665ab8,sports_holders_push,BOT,100.0,63.4,100.0,36,68,23,173,94.5,4,165.6,2,63753,44309,7,basketball:7,Will LeBron James play for the Miami Heat in 2026-27?,existing,"bot_like_flow,extreme_price_heavy,burst_trading,opposite_side_same_market,open_copy_exposure"
0xca334ba9a3ad086f0fce66d2b073d1f6c5c7918c,sports_holders_push,BOT,84.2,100.0,90.9,38,801,16,46,8.9,3,0.1,1,62736,42296,2,"basketball:1,soccer:1",Will LeBron James play for the Los Angeles Lakers in 2026-27?,holder,"bot_like_flow,fixed_amount,extreme_price_heavy,burst_trading,opposite_side_same_market,open_copy_exposure"
0x6a3c02feca0009871db79f9dea6ffd3ab98f2db9,sports_holders_push,,,,,,,,,,,,,103508,20000,11,basketball:11,Will LeBron James play for the Milwaukee Bucks in 2026-27?,,
0x33dd49d595ca9c26dbe02c4830f90334f4d7ef8a,sports_holders_push,,,,,,,,,,,,,100000,100000,1,soccer:1,Will Ferran Torres be the top goalscorer at the 2026 FIFA World Cup?,,
0x468218a8e2dfaf7da85be422bce8b97cdc0b4d40,sports_holders_push,BOT,84.3,100.0,87.1,14,997,7,4,-28.2,1,0.0,0,80564,63041,6,"basketball:4,soccer:2",Will LeBron James play for the Los Angeles Clippers in 2026-27?,"existing,holder","bot_like_flow,fixed_amount,fixed_price,extreme_price_heavy,burst_trading,opposite_side_same_market"
0x2362ca97130b1aa518c8b1f4d52a0ab632c82ec5,sports_holders_push,BOT,60.6,100.0,80.2,16,1179,10,5,0.0,0,0.0,0,78481,37168,6,soccer:6,Will Mikel Oyarzabal be the top goalscorer at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,fixed_amount,extreme_price_heavy,burst_trading,opposite_side_same_market"
0x6f969a8efb18dd115e597f0bde016aa3812387f3,sports_holders_push,BOT,69.8,86.8,78.1,4,156,3,14,-36.1,1,-36.1,1,86751,31743,10,basketball:10,Will LeBron James play for the Los Angeles Lakers in 2026-27?,existing,"bot_like_flow,extreme_price_heavy,burst_trading,opposite_side_same_market"
0xe962dfbaed113be79c38e122e67a431231a9663a,sports_holders_push,,,,,,,,,,,,,82563,20000,8,"basketball:6,soccer:2",Will Portland Trail Blazers win the 2027 NBA Finals?,,
0xabc35a3cbb19acf6671be51144b12d0a88193977,sports_holders_push,BOT,0.0,88.3,38.0,4,56,2,22,0.0,0,0.0,0,80630,80630,1,soccer:1,Will Jude Bellingham be the top goalscorer at the 2026 FIFA World Cup?,"existing,holder","bot_like_flow,fixed_price,extreme_price_heavy,burst_trading,opposite_side_same_market"
0x0ee9dd40f786e5fe41aefe028bc7e157a6b1f7ac,sports_holders_push,BOT,82.5,100.0,90.0,0,759,0,1,0.0,0,0.0,0,60749,39789,4,basketball:4,Will LeBron James play for the Los Angeles Clippers in 2026-27?,existing,"bot_like_flow,fixed_amount,fixed_price,extreme_price_heavy,burst_trading,opposite_side_same_market"
0x1ec4295fcbcd51699c396b8e1930daa674fedefa,sports_holders_push,,,,,,,,,,,,,62109,16298,12,basketball:12,Will Boston Celtics win the 2027 NBA Finals?,,
0x51fd8f0358cc9e8a1ee5f87a0c7e3b07ed634272,sports_holders_push,,,,,,,,,,,,,61701,10982,19,"basketball:12,soccer:7",Will Orlando Magic win the 2027 NBA Finals?,,
0x02f040296422dd0108d50b899fc072403eba1a03,sports_holders_push,,,,,,,,,,,,,54291,20211,15,basketball:15,Will Washington Wizards win the 2027 NBA Finals?,,
0x82a0fae6f863c163acfcad28e9efd4f5166333a1,sports_holders_push,BOT,53.7,100.0,70.2,0,1299,0,1,0.0,0,0.0,0,53749,25000,5,soccer:5,Will Julian Alvarez be the top goalscorer at the 2026 FIFA World Cup?,holder,"bot_like_flow,fixed_amount,fixed_price,extreme_price_heavy,burst_trading,opposite_side_same_market"
0xb98b176859c2b375cf06c1c4974e46ed69cd7e18,sports_holders_push,,,,,,,,,,,,,54052,7390,15,basketball:15,Will LeBron James play for the Indiana Pacers in 2026-27?,,
0xf00698742d193fa8e88c86de98c15973c2a1bb6c,sports_holders_push,,,,,,,,,,,,,52973,5303,36,"basketball:30,soccer:6",Will Connecticut Sun win the 2026 WNBA Finals?,,
0xbba84878f74ad26893c1828e07e25684a707b4f8,sports_holders_push,,,,,,,,,,,,,50000,25000,2,soccer:2,France vs. Spain: Team to Advance,,
0xfba121e711af0f8e68f187977622dea19a7e1733,sports_holders_push,,,,,,,,,,,,,50000,10000,5,basketball:5,Will LeBron James play for the Indiana Pacers in 2026-27?,,
0x2271573cf19decaaa6d682466cea343e7fb9b8f1,sports_holders_push,,,,,,,,,,,,,49952,49952,1,soccer:1,Will France reach the 2026 FIFA World Cup final?,,
0x1324f772553e126f1b0fdb7a5e3d72c0dc7e8e3c,sports_holders_push,,,,,,,,,,,,,49108,25232,2,soccer:2,Will Argentina reach the 2026 FIFA World Cup final?,,
0x6e82b93eb57b01a63027bd0c6d2f3f04934a752c,sports_holders_push,,,,,,,,,,,,,48425,48425,1,basketball:1,Will LeBron James play for the Golden State Warriors in 2026-27?,,
0x225b7c9aaf6108ded29b9fda9939aa671ef6422a,sports_holders_push,,,,,,,,,,,,,46521,7170,11,"basketball:10,soccer:1",Will LeBron James play for the Denver Nuggets in 2026-27?,,
0xd6a39cef30c927c4d57b5cc519f3a2d0332a9738,sports_holders_push,,,,,,,,,,,,,46432,19508,7,"basketball:5,esports:1,soccer:1",Will Oklahoma City Thunder win the 2027 NBA Finals?,,
0xbd9b08efcac71b185411ac57f36505d4570ab6aa,sports_holders_push,,,,,,,,,,,,,44532,12802,7,basketball:7,Will Atlanta Hawks win the 2027 NBA Finals?,,
0xc4d679e669c2bb5870781235ae8a409837fe966b,sports_holders_push,,,,,,,,,,,,,43240,21620,2,soccer:2,Will Julian Alvarez be the top goalscorer at the 2026 FIFA World Cup?,,
0x39fcd0aafb7047035e9323e6d1f99cd46f43e2f2,sports_holders_push,,,,,,,,,,,,,43014,19779,11,"basketball:3,soccer:8",Will LeBron James play for the Miami Heat in 2026-27?,,
0x531b6a892346bdad09a2f2197ea202fb41a132b6,sports_holders_push,,,,,,,,,,,,,42896,23211,2,basketball:2,Will Cleveland Cavaliers win the 2027 NBA Finals?,,
0x71b62107ce574256bf7d72c684767484e0864e91,sports_holders_push,,,,,,,,,,,,,42483,40543,5,basketball:5,Will LeBron James play for the Los Angeles Clippers in 2026-27?,,
0xd23f8c8aab13cfb2a35da40b67f8471faf9894a1,sports_holders_push,,,,,,,,,,,,,41668,6011,36,"basketball:29,soccer:7",Will Ferran Torres be the top goalscorer at the 2026 FIFA World Cup?,,
0xb89515aa02cf6e911abd5610f03d90bd4c18e4af,sports_holders_push,,,,,,,,,,,,,41103,41103,1,soccer:1,Will Julian Alvarez be the top goalscorer at the 2026 FIFA World Cup?,,
0xbefa95c276ee8ef6ff3ef43d1c1c454f52bc300d,sports_holders_push,,,,,,,,,,,,,41093,11697,11,"basketball:8,soccer:3",Will LeBron James play for the Los Angeles Clippers in 2026-27?,,
0x30c16e063c3be66d93acf14c06e2741e348f9f91,sports_holders_push,,,,,,,,,,,,,40000,40000,1,basketball:1,Will LeBron James play for the Miami Heat in 2026-27?,,
0xc308447bc9ef6e72018a3f3914005bd24c207b09,sports_holders_push,,,,,,,,,,,,,39616,27536,2,basketball:2,NBA Summer League: Milwaukee Bucks vs. San Antonio Spurs,,
0x465a5dd91202fd51d0ffe5b7852adfdc0586ffca,sports_holders_push,,,,,,,,,,,,,39307,7738,16,basketball:16,Will Boston Celtics win the 2027 NBA Finals?,,
0x66d5296705f8f0abcaa8043986c3dc9196aa9e9f,sports_holders_push,,,,,,,,,,,,,38141,25042,2,soccer:2,Will Argentina reach the 2026 FIFA World Cup final?,,
0xb8cd551fc6eaaee81d04a0f6d0fc437455b502cd,sports_holders_push,,,,,,,,,,,,,38000,6000,8,"basketball:5,soccer:3",Will Lamine Yamal be the top goalscorer at the 2026 FIFA World Cup?,,
0x59d6c081a3f9f35b7563a9ebfffb3119dc590704,sports_holders_push,,,,,,,,,,,,,36773,19415,4,basketball:4,Will Atlanta Hawks win the 2027 NBA Finals?,,
0x814de45404c20dd9956737a83f7c8b0b039eb842,sports_holders_push,,,,,,,,,,,,,36756,12205,14,soccer:14,Will Argentina reach the 2026 FIFA World Cup final?,,
0xd848d3bd6dee9f3baae26210ec68787a0a5c82c6,sports_holders_push,,,,,,,,,,,,,36504,20000,6,basketball:6,Will Charlotte Hornets win the 2027 NBA Finals?,,
0x54ce7dd357766fc3255645e55ef41edd51cc9f80,sports_holders_push,,,,,,,,,,,,,35614,35614,1,basketball:1,Will LeBron James play for the Miami Heat in 2026-27?,,
0xa5e3044fd953605f9407d58c76e48fd75a394d7e,sports_holders_push,,,,,,,,,,,,,35201,7709,18,"basketball:13,soccer:5",Will LeBron James play for the Miami Heat in 2026-27?,,
